epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.25840410590171814,0.1528448909521103,0.7415957450866699,1e-04,0.27787545323371887,0.9471688866615295,0.03579102084040642,0.018222348764538765,0.9642090201377869,0.0,0.0
1,0.45427238941192627,0.29460588097572327,0.5457276701927185,1e-04,0.8546730279922485,0.9808425903320312,0.026745229959487915,0.013554103672504425,0.9732548594474792,0.0,0.0
2,0.5438609719276428,0.3741403818130493,0.45613905787467957,1e-04,0.9186738133430481,0.9862262010574341,0.021294696256518364,0.010762031190097332,0.9787054657936096,0.0,0.0
3,0.6187818646430969,0.44862833619117737,0.3812180757522583,1e-04,0.9468029737472534,0.9878506064414978,0.018370715901255608,0.009270562790334225,0.9816293716430664,0.0,0.0
4,0.6841235756874084,0.5204797983169556,0.31587645411491394,1e-04,0.9615353941917419,0.9886675477027893,0.059295643121004105,0.03056100569665432,0.9407044053077698,0.566199779510498,0.03501950949430466
